species,J4+n,time,bag,censor
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,24,26,0,1
fissidentatus,4,6,0,1
fissidentatus,4,6,0,1
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,7,9,1,0
fissidentatus,7,9,1,0
fissidentatus,7,9,1,0
fissidentatus,7,9,1,0
fissidentatus,7,9,1,0
fissidentatus,7,9,1,0
fissidentatus,7,9,0,1
fissidentatus,10,12,0,1
fissidentatus,12,14,0,1
fissidentatus,12,14,0,1
fissidentatus,12,14,0,1
fissidentatus,13,15,0,1
fissidentatus,14,16,0,1
fissidentatus,18,20,1,0
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,21,23,0,1
fissidentatus,25,27,0,1
fissidentatus,29,31,0,1
fissidentatus,29,31,0,1
fissidentatus,29,31,0,1
fissidentatus,30,32,0,1
fissidentatus,1,3,0,1
fissidentatus,2,4,0,1
fissidentatus,3,5,1,0
fissidentatus,3,5,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,0,1
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,0,1
fissidentatus,13,15,0,1
fissidentatus,13,15,0,1
fissidentatus,17,19,0,1
fissidentatus,17,19,0,1
fissidentatus,17,19,0,1
fissidentatus,17,19,0,1
fissidentatus,17,19,0,1
fissidentatus,17,19,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,0,1
fissidentatus,7,9,1,0
fissidentatus,7,9,1,0
fissidentatus,7,9,0,1
fissidentatus,10,12,1,0
fissidentatus,10,12,0,1
fissidentatus,10,12,0,1
fissidentatus,10,12,0,1
fissidentatus,10,12,0,1
fissidentatus,10,12,0,1
fissidentatus,11,13,0,1
fissidentatus,11,13,0,1
fissidentatus,12,14,0,1
fissidentatus,12,14,0,1
fissidentatus,12,14,0,1
fissidentatus,14,16,0,1
fissidentatus,14,16,0,1
fissidentatus,14,16,0,1
fissidentatus,14,16,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,18,20,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,22,24,0,1
fissidentatus,22,24,0,1
fissidentatus,22,24,0,1
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,6,8,1,0
fissidentatus,6,8,1,0
fissidentatus,6,8,0,1
fissidentatus,6,8,0,1
fissidentatus,10,12,0,1
fissidentatus,10,12,0,1
fissidentatus,10,12,0,1
fissidentatus,10,12,0,1
fissidentatus,10,12,0,1
fissidentatus,10,12,0,1
fissidentatus,11,13,0,1
fissidentatus,11,13,0,1
fissidentatus,11,13,0,1
fissidentatus,14,16,0,1
fissidentatus,14,16,0,1
fissidentatus,14,16,0,1
fissidentatus,15,17,0,1
fissidentatus,18,20,0,1
fissidentatus,19,21,0,1
fissidentatus,19,21,0,1
fissidentatus,20,22,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,21,23,0,1
fissidentatus,2,4,1,0
fissidentatus,2,4,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,0,1
fissidentatus,8,10,0,1
fissidentatus,8,10,0,1
fissidentatus,10,12,1,0
fissidentatus,17,19,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,20,22,0,1
fissidentatus,1,3,1,0
fissidentatus,1,3,1,0
fissidentatus,3,5,1,0
fissidentatus,3,5,1,0
fissidentatus,3,5,1,0
fissidentatus,3,5,1,0
fissidentatus,3,5,1,0
fissidentatus,3,5,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,1,0
fissidentatus,4,6,0,1
fissidentatus,5,7,1,0
fissidentatus,5,7,1,0
fissidentatus,5,7,0,1
fissidentatus,7,9,0,1
fissidentatus,7,9,0,1
fissidentatus,7,9,0,1
fissidentatus,7,9,0,1
fissidentatus,11,13,0,1
fissidentatus,11,13,0,1
fissidentatus,14,16,0,1
fissidentatus,14,16,0,1
fissidentatus,14,16,0,1
fissidentatus,16,18,0,1
fissidentatus,16,18,0,1
fissidentatus,16,18,0,1
fissidentatus,16,18,0,1
fissidentatus,16,18,0,1
fissidentatus,18,20,0,1
fissidentatus,22,24,0,1
fissidentatus,22,24,0,1
fissidentatus,22,24,0,1
fissidentatus,22,24,0,1
fissidentatus,22,24,0,1
fissidentatus,25,27,0,1
fissidentatus,25,27,0,1
fissidentatus,25,27,0,1
